    ,user,movie
57957,614,3487
57956,19,6282
57954,411,1262
57953,285,6512
57952,2238,5107
57951,4317,1192
57950,264,1457
57948,89,4397
57947,3897,15972
57946,3519,2017
57945,180,23147
57944,439,5572
57943,264,10807
57942,152,1972
57941,530,40627
57936,936,11707
57934,2112,9632
57933,1398,9957
57932,82,19417
57931,1755,2257
57930,404,3572
57929,810,2342
57928,3974,927
57927,3547,747
57925,3925,3877
57924,2021,11417
57923,1195,5907
57922,677,7872
57920,1461,912
57919,152,11657
57917,3162,882
57916,4142,4012
57914,3743,4582
57913,3106,4002
57912,397,2412
57911,3155,362
57908,404,9782
57907,2826,43717
57906,1797,3897
57905,1125,5582
57904,2294,5067
57903,1300,4887
57902,383,18642
57901,222,14127
57900,3477,927
57898,1755,11167
57897,383,8812
57896,1251,2082
57894,1832,2827
57893,1111,18737
57892,306,2762
57889,3295,592
57888,873,21117
57886,572,2622
57885,180,3307
57884,4380,1302
57883,3757,9082
57882,1048,957
57881,376,9922
57880,285,5587
57879,1111,3897
57875,383,6902
57873,19,2177
57872,530,4352
57870,61,13827
57869,747,2462
57868,3792,1262
57865,369,13997
57863,2665,2662
57862,1426,23532
57861,782,12382
57860,82,14117
57858,719,1347
57857,1405,10227
57856,1797,1547
57854,712,17792
57853,2238,12982
57850,558,16272
57849,1083,5107
57847,2749,9022
57846,614,122
57845,180,10057
57844,3337,15117
57842,1720,2827
57841,1286,4827
57840,1041,137
57838,1300,24407
57837,607,2357
57836,460,667
57835,922,7782
57834,271,2417
57833,75,29722
57832,894,857
57831,320,3372
57830,383,7552
57829,208,17207
57828,964,16437
57827,82,13887
57826,3253,4077
57825,1538,532
57824,1482,24827
57822,89,9692
57821,439,3397
57820,873,11997
57819,19,6647
57816,2896,402
57815,747,9202
57814,54,17042
57813,1223,6482
57812,75,24922
57811,656,4022
57809,1111,17322
57808,537,5777
57807,75,22967
57806,1202,21812
57805,82,9352
57804,1356,4382
57803,2266,6537
57802,873,35017
57801,523,7207
57800,922,4342
57799,2322,3367
57798,110,7457
57797,180,4392
57796,684,2552
57795,635,13497
57794,3813,927
57793,285,1667
57792,2861,1412
57791,2679,727
57789,558,17602
57787,754,1017
57784,712,2202
57783,3589,14267
57782,2945,3097
57781,2259,19807
57780,3645,5062
57779,2364,8862
57778,1055,442
57777,264,2032
57776,271,6122
57775,1111,1962
57774,3288,6917
57773,4492,847
57772,3519,9027
57771,2434,13552
57770,222,3407
57769,3295,13507
57768,705,8322
57764,313,9642
57763,243,2512
57762,404,29712
57761,1244,5112
57760,1006,31112
57759,376,27592
57758,481,15467
57757,2595,17857
57756,306,3442
57755,1097,3852
57754,698,11162
57753,4520,1412
57751,1328,5002
57750,873,8552
57749,2574,7837
57748,768,997
57747,404,10547
57746,2448,29987
57745,915,11112
57744,1349,3407
57742,152,19532
57741,712,3527
57740,1573,12067
57739,817,362
57738,1426,8767
57737,1895,14037
57736,201,1262
57735,75,13882
57734,2875,6232
57733,2287,6077
57731,299,9092
57727,47,727
57725,705,41372
57724,565,4162
57723,362,4207
57722,404,35447
57721,82,31822
57720,3316,5407
57718,110,1632
57717,3302,912
57716,3001,1972
57714,278,9207
57713,89,38122
57712,397,712
57710,180,16797
57709,271,6447
57708,908,13047
57707,425,9917
57706,3295,2372
57704,1468,43122
57702,2889,927
57700,677,5162
57699,61,692
57698,1734,38467
57697,1055,19717
57696,1510,3787
57693,26,17152
57692,418,37
57691,1440,25732
57690,558,417
57689,145,4167
57688,936,2997
57686,789,1387
57683,1587,417
57682,75,40467
57681,3323,887
57680,3267,6677
57679,4513,4037
57678,180,2052
57677,2154,172
57676,96,4252
57675,306,4622
57674,2875,6902
57673,1566,15442
57672,3855,592
57671,628,13877
57670,2315,2997
57668,761,422
57666,89,14282
57663,4072,6662
57662,1734,28737
57660,26,17767
57658,2651,1727
57657,1230,19487
57656,1153,7437
57655,306,39792
57654,4037,592
57653,747,1387
57652,1797,26962
57651,1825,237
57650,110,8842
57649,4338,592
57648,1559,8167
57647,1587,1172
57646,2756,29332
57645,75,34592
57644,866,2587
57643,3820,1532
57641,2350,582
57640,306,4692
57639,1636,4857
57638,4247,717
57637,285,4407
57636,82,6822
57635,635,20562
57634,3596,17337
57633,936,1097
57632,2077,19987
57631,614,422
57630,40,10462
57629,82,18637
57625,1146,11562
57624,1174,1312
57623,1125,957
57622,180,3032
57621,1034,1472
57619,1216,6157
57618,705,10432
57617,404,15202
57616,705,6512
57615,103,4962
57614,1496,4382
57613,1286,7042
57612,390,2082
57610,2252,7822
57609,530,29397
57608,4422,15367
57607,4149,912
57606,2483,3787
57605,3190,7667
57604,3141,2342
57603,2385,11422
57602,82,1902
57601,110,4442
57600,75,757
57599,761,18682
57598,2868,2592
57597,1426,14682
57596,4079,13837
57595,75,12022
57594,509,28057
57593,488,2862
57592,866,7822
57591,530,12947
57590,614,2312
57588,271,22362
57587,1041,8362
57586,1132,5752
57585,817,692
57584,3302,2117
57583,1125,18137
57582,635,712
57580,3393,12322
57579,3183,1242
57578,61,5102
57577,4513,1367
57576,4548,12292
57575,481,7117
57574,82,1032
57573,1006,952
57572,404,8362
57570,4114,927
57569,4338,1917
57568,1160,22012
57567,383,4122
57566,306,5797
57565,922,4042
57563,2504,16247
57562,334,227
57561,1972,8357
57560,1909,5297
57559,271,12372
57558,2938,427
57557,2077,19612
57556,1482,2727
57555,1349,2562
57554,383,10057
57553,537,22852
57552,2245,417
57551,4457,5407
57549,1538,6152
57548,2133,1547
57547,404,19162
57546,502,1327
57545,3337,10327
57544,313,14347
57541,1041,12697
57540,614,24952
57539,1685,8057
57538,82,11692
57537,957,3762
57536,264,1212
57535,2728,6482
57534,1776,2947
57533,754,19312
57532,754,1307
57531,817,772
57530,404,23247
57528,2595,2467
57527,712,5472
57526,2665,14812
57525,1041,5907
57524,439,11527
57523,2210,6252
57522,61,12752
57521,1251,972
57520,152,15627
57519,3386,37212
57518,2231,24352
57517,2308,4782
57516,285,11107
57515,1083,3212
57514,446,14117
57512,285,6917
57511,544,457
57510,425,2082
57509,572,24337
57508,383,9557
57507,1258,10177
57504,1237,4582
57503,180,8902
57502,1412,13472
57501,3246,352
57500,1783,9982
57499,754,9837
57498,523,9167
57496,1468,5927
57495,299,4257
57494,1566,927
57493,3953,507
57492,2595,19217
57490,2189,18672
57489,2749,4367
57488,1790,11462
57487,89,3007
57486,2245,7572
57485,1426,6167
57484,761,4512
57481,1153,4497
57480,572,15427
57479,61,24192
57478,2945,7437
57477,1580,3862
57476,201,2357
57475,677,34302
57472,2945,3222
57470,320,1777
57469,1223,2962
57468,3547,1477
57467,1839,2312
57465,3757,667
57464,1608,2037
57463,1601,642
57462,2721,297
57461,1237,9517
57459,586,16192
57458,1062,10442
57457,2294,1442
57456,1468,3852
57455,2805,522
57453,467,1397
57452,705,24577
57451,607,20452
57450,698,2127
57449,1286,40782
57448,1615,2562
57447,698,787
57446,82,41447
57445,1811,1407
57444,1468,7482
57443,341,2487
57442,355,27477
57441,2616,1262
57440,915,702
57439,971,8287
57438,341,6702
57436,2140,3352
57435,362,2012
57433,2693,8047
57432,306,427
57431,1685,927
57430,481,9922
57429,1041,907
57427,12,2037
57426,3393,16157
57425,544,10792
57423,1300,10872
57422,1111,22497
57421,740,14267
57420,3792,3787
57417,4254,1192
57416,894,592
57415,1860,1152
57414,306,592
57413,201,13042
57412,1146,4522
57411,607,2497
57410,96,77
57409,1923,8397
57408,1216,23787
57407,1615,11692
57405,873,1472
57404,1006,41862
57403,530,20297
57402,3708,10257
57400,1328,3312
57399,75,1172
57397,26,8322
57395,1790,10352
57394,124,4697
57392,1272,527
57391,1678,1302
57389,1286,1462
57388,1202,4642
57387,3547,7462
57386,1545,25077
57385,1118,42287
57384,1041,9437
57383,320,5677
57382,614,12587
57380,61,5442
57379,2938,1402
57378,397,11217
57377,698,7827
57376,1125,8367
57375,82,9257
57373,264,3097
57371,75,8757
57370,1041,8347
57369,110,727
57367,1041,9572
57366,1111,18412
57365,4443,4337
57364,2665,12382
57363,2945,5632
57361,82,11187
57358,320,19612
57357,1545,7527
57356,712,25572
57355,2189,847
57354,2525,8472
57353,110,717
57352,313,21727
57351,82,1497
57349,635,34487
57348,642,3307
57347,404,1957
57346,523,6462
57345,383,15947
57344,2189,19117
57343,2595,4857
57342,3302,1232
57341,1426,19602
57340,2763,1802
57339,1748,8167
57338,1433,1442
57337,810,182
57336,2112,2732
57335,3974,1302
57334,1195,27
57332,404,21977
57331,3134,1007
57329,803,8472
57328,3274,11427
57327,1944,31192
57326,2672,4717
57325,684,3947
57322,1762,4237
57321,306,41547
57318,908,2707
57317,481,9642
57316,2259,1972
57315,1335,11647
57311,2875,527
57310,3232,3367
57309,481,647
57308,2945,5587
57307,712,7457
57306,89,2157
57304,1286,8377
57303,544,542
57302,845,9537
57301,719,1217
57299,271,24377
57297,1678,6197
57296,131,4397
57295,26,21217
57294,320,1182
57293,544,3957
57290,3918,13617
57289,390,15507
57288,1713,7742
57287,1188,4657
57286,1727,43052
57285,390,7207
57283,320,21142
57282,4485,6782
57281,1195,4582
57280,54,712
57279,2616,422
57278,383,26812
57277,502,4117
57276,26,2697
57275,3015,1967
57274,383,10572
57273,229,1637
57272,61,112
57271,1321,927
57270,1580,5482
57269,3519,2012
57268,537,1737
57265,460,6672
57263,75,20212
57262,362,442
57261,2021,3652
57260,201,16302
57259,201,17382
57258,1790,3102
57256,404,292
57253,285,32167
57252,1594,9587
57249,1650,21947
57248,3071,2207
57247,1069,2017
57246,3925,13672
57244,2448,7002
57243,82,20697
57242,873,15822
57241,1797,2792
57240,383,22357
57239,278,4497
57238,1685,9027
57237,1405,2687
57236,2574,5967
57235,1440,12602
57234,4170,6527
57233,1111,6757
57232,3554,887
57231,376,7207
57228,1468,15317
57226,740,1272
57225,348,6052
57224,82,26122
57222,320,3447
57221,1517,5462
57220,82,16747
57218,152,102
57217,383,11272
57216,565,24827
57214,4051,25582
57213,2287,2682
57212,1741,17067
57211,2819,5482
57209,747,12712
57207,1965,11997
57206,2693,1402
57205,2280,3177
57204,1748,302
57203,2644,1397
57202,663,29322
57201,747,3272
57200,82,29672
57199,3022,37597
57198,180,11187
57197,2742,1202
57196,3442,952
57195,306,2632
57194,75,2402
57193,1440,19187
57192,341,2827
57190,2994,592
57189,2560,11127
57186,173,8317
57185,82,25382
57184,929,402
57183,1517,20472
57182,747,4537
57181,201,1732
57179,3253,7667
57178,1202,2402
57177,901,1037
57176,1566,8222
57175,1146,21107
57174,565,6772
57173,222,5837
57172,1300,10607
57171,3274,142
57170,908,5442
57168,502,6317
57167,1643,6897
57166,894,32
57162,1874,357
57159,1272,1912
57158,1608,427
57157,747,14887
57156,208,23627
57155,285,3902
57154,1006,2242
57153,229,1707
57152,2525,3947
57150,831,3907
57149,2245,3032
57147,2448,37842
57146,908,2277
57143,1524,40187
57142,180,19792
57141,789,2617
57140,1804,3242
57139,684,7217
57137,2343,337
57136,908,20347
57134,1167,692
57133,481,5312
57132,1426,22257
57131,2595,1372
57130,180,3107
57129,2252,4572
57128,1328,20787
57126,747,11477
57125,285,15172
57124,614,292
57123,1237,1112
57122,201,18982
57121,537,8657
57120,1531,102
57118,285,17657
57117,12,4517
57116,82,1887
57113,1811,1397
57112,2560,647
57111,152,1597
57109,635,35352
57108,852,2632
57107,2637,4167
57106,670,1327
57105,4114,5097
57104,96,847
57103,2987,7002
57102,621,6912
57100,404,12797
57099,383,12867
57098,1111,667
57097,404,27442
57096,271,4757
57095,922,12377
57094,4611,8942
57093,187,732
57092,404,12857
57091,712,6187
57088,1433,8697
57087,3680,1307
57086,2077,1197
57081,3183,887
57080,936,1627
57078,75,12882
57077,698,1862
57074,1111,19022
57073,12,12467
57072,747,10547
57071,1531,22162
57070,82,26247
57069,453,8027
57068,3162,8652
57067,719,557
57065,180,12592
57064,614,13782
57063,481,5687
57062,19,3172
57061,320,16167
57060,222,5597
57059,1125,8707
57057,75,30847
57056,2210,142
57055,908,17367
57054,1916,3862
57053,1741,1452
57052,264,7942
57051,1923,30392
57049,96,1037
57048,187,6172
57047,1300,5362
57046,173,10442
57044,964,36417
57043,1006,2227
57042,1748,137
57041,2623,1667
57040,2098,1547
57039,397,6912
57037,1041,8597
57036,222,6592
57035,1524,582
57034,572,6917
57033,488,1692
57032,1349,882
57031,1006,6562
57030,4177,2597
57029,47,10177
57028,2329,6232
57027,2553,4462
57026,1125,9042
57025,1279,3292
57024,2973,13037
57023,2525,442
57022,1524,427
57021,341,4057
57020,19,5057
57019,82,14472
57018,1692,2667
57017,2140,2352
57016,544,7417
57015,2777,122
57014,1685,12707
57013,502,337
57012,404,11277
57010,964,4082
57009,1706,42877
57008,1860,2862
57007,2693,5462
57005,2119,3062
57004,4009,102
57003,635,457
57000,1125,1182
56999,1041,6037
56998,19,1232
56997,698,22362
56996,4268,12932
56995,173,9297
56994,642,3217
56993,19,17297
56992,1426,427
56990,628,4572
56989,82,6342
56988,3169,1112
56987,1804,8597
56984,306,3277
56983,404,6512
56982,971,457
56981,1027,1007
56980,3946,14612
56979,271,7097
56978,285,29432
56977,1909,4712
56976,103,5342
56975,264,7837
56974,1062,917
56973,397,8617
56972,82,8707
56971,1349,1132
56970,82,1512
56969,1139,3022
56968,383,10972
56967,1468,15507
56966,537,10607
56965,1615,1412
56963,2574,2567
56962,1307,3307
56961,222,10177
56960,404,34537
56959,404,8307
56958,2392,29407
56957,4674,1442
56955,152,257
56954,2301,13472
56952,439,617
56951,1251,19022
56950,635,3497
56949,124,24742
56945,1804,3297
56944,26,15367
56942,4324,14412
56941,698,5717
56940,82,41667
56939,607,642
56938,481,16792
56937,383,11962
56936,831,102
56935,2840,7822
56934,3449,122
56933,3330,5817
56932,271,4447
56931,712,26347
56929,341,11427
56928,19,1887
56926,1909,35722
56925,2966,5967
56924,2301,11112
56923,82,32112
56922,3925,17432
56920,1916,10217
56918,1041,15867
56917,1923,3417
56916,82,17767
56915,425,402
56914,26,2947
56913,747,11022
56912,61,13422
56911,1454,4437
56909,1748,5102
56908,964,12452
56907,383,15007
56905,201,3852
56904,782,21722
56902,201,1172
56898,747,8982
56897,61,2962
56896,1300,12212
56895,320,7067
56894,3274,532
56893,908,8642
56891,82,32017
56890,621,727
56889,635,11177
56887,572,4302
56886,922,10182
56885,467,27572
56884,894,3912
56883,873,3617
56881,887,2642
56880,2644,347
56879,2063,882
56877,89,8152
56875,2098,3912
56874,1468,24102
56873,2280,5832
56872,2875,1547
56871,712,13797
56870,3701,39517
56869,3575,3787
56868,1013,18517
56867,1440,13812
56866,1090,727
56865,201,2057
56864,873,877
56861,2665,37
56860,1580,8002
56859,3946,842
56858,3120,727
56857,1440,7827
56855,957,19757
56854,3295,182
56852,2651,5297
56851,2861,6757
56850,313,24907
56849,418,11377
56848,614,1637
56846,761,6177
56845,180,31517
56844,1713,34672
56843,82,39902
56842,2525,1337
56840,1510,617
56838,1860,22362
56837,677,5647
56836,2616,7732
56835,1097,5227
56834,383,4067
56833,355,42477
56832,320,19022
56831,82,16722
56830,488,8347
56828,2644,2462
56826,26,24712
56824,3204,152
56823,495,1347
56822,1265,17462
56818,558,7637
56817,96,2557
56816,411,11557
56815,152,24582
56814,40,5117
56812,747,3922
56811,110,6702
56810,26,26317
56809,1349,1192
56807,2875,11187
56805,404,3262
56802,82,38022
56800,82,4182
56799,2399,2517
56798,1762,10852
56797,474,2222
56796,138,15672
56795,40,1847
56794,1097,11887
56791,12,5857
56790,4044,3122
56789,481,20702
56787,264,10442
56785,2917,13282
56784,1559,9412
56783,1118,1032
56782,1615,6562
56779,3778,5727
56778,299,4417
56777,2210,5227
56776,383,12047
56774,3715,17677
56767,1398,3897
56766,4345,182
56765,1419,907
56763,3561,23577
56762,1776,642
56761,3183,2312
56757,2070,13137
56756,3288,2347
56755,1300,19172
56754,1174,10522
56753,922,3517
56752,1895,12612
56751,390,23527
56750,1272,5077
56749,2945,6897
56748,1559,27237
56747,971,13162
56745,1083,1302
56742,978,3082
56741,761,4727
56740,2441,25027
56737,2476,1532
56736,341,12017
56734,1139,6002
56733,747,10977
56732,383,14877
56731,390,282
56730,124,9077
56728,4016,512
56727,306,24017
56725,481,457
56722,3155,3957
56720,19,1832
56719,936,11657
56718,1748,10572
56717,1132,8117
56716,320,14882
56715,2448,1627
56714,1013,322
56713,1720,277
56712,306,7722
56710,2245,6722
56709,2399,11622
56708,243,21292
56707,89,16587
56706,2049,1397
56705,719,6702
56702,2315,1922
56701,404,21187
56698,1216,1772
56697,348,702
56696,1916,27402
56695,2077,3872
56693,1426,6272
56692,866,8287
56691,4513,34852
56689,1426,23577
56688,47,2597
56687,82,21562
56684,285,1237
56683,397,11757
56682,1104,4737
56681,768,1307
56680,404,6062
56678,271,14342
56677,1034,22492
56674,3218,28417
56672,383,11152
56670,2126,887
56669,747,9532
56668,1335,26262
56666,747,10672
56665,4198,3467
56664,2882,667
56663,390,11737
56662,4562,357
56661,1244,1367
56659,124,642
56658,957,2597
56654,2574,1367
56653,649,37
56652,1139,7152
56650,257,14347
56649,3848,11512
56648,1265,4862
56647,698,3027
56646,1916,15852
56644,1279,37
56642,2189,2767
56641,551,6122
56640,3211,3217
56639,2854,5817
56638,2238,33837
56637,698,11937
56636,12,23012
56634,3743,197
56633,75,4372
56631,12,17952
56629,3092,27252
56628,1650,5327
